LDAP_CODE,부서1,부서2,부서3,부서4,부서5,부서6,공무원_종류,직급,정원수
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정전문관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,퇴직연금복지과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,고용차별개선과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,고용차별개선과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,고용차별개선과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,고용차별개선과,일반직,행정 또는 통계사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,고용차별개선과,일반직,행정 또는 통계주사,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,고용차별개선과,일반직,행정 또는 전산주사,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,고용차별개선과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,고용차별개선과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,고용차별개선과,일반직,행정전문관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,전산사무관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,전산주사,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독기획과,일반직,전산주사보,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독협력과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독협력과,일반직,서기관·과학기술서기관· 행정·공업·보건 또는 시설사무관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독협력과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독협력과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독협력과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독협력과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독협력과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,차관,노동정책실,근로감독정책단,근로감독협력과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건본부,산업안전보건본부,산업안전보건본부실,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,산업안전보건본부,산업안전보건본부,산업안전보건본부,산업안전보건본부실,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건본부,산업안전보건본부,산업안전보건본부실,일반직,운전서기보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전정책과,일반직,부이사관·서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전정책과,일반직,서기관·과학기술서기관· 행정·공업·보건 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전정책과,일반직,서기관·과학기술서기관· 행정·공업·보건 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전정책과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전정책과,일반직,행정주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전정책과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전정책과,일반직,행정 또는 통계주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전정책과,일반직,행정주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전정책과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전기준과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전기준과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전기준과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전기준과,일반직,공업·보건 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전기준과,일반직,행정 또는 전산주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전기준과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전기준과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산업안전기준과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산재예방지원과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산재예방지원과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산재예방지원과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산재예방지원과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산재예방지원과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산재예방지원과,일반직,행정·공업·보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업안전예방정책관,산재예방지원과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산업보건정책과,일반직,부이사관·서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산업보건정책과,일반직,서기관·과학기술서기관· 행정·공업·보건 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산업보건정책과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산업보건정책과,일반직,공업·보건 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산업보건정책과,일반직,공업·보건 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산업보건정책과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산업보건정책과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산업보건정책과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,행정·공업·보건·시설 또는 전산주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,행정·공업·보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,산재보상정책과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,노무제공자안전보호과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,노무제공자안전보호과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,노무제공자안전보호과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,노무제공자안전보호과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,노무제공자안전보호과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,노무제공자안전보호과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,노무제공자안전보호과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,노무제공자안전보호과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,직업건강증진팀,일반직,서기관·과학기술서기관· 행정·공업·보건 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,직업건강증진팀,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,직업건강증진팀,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,직업건강증진팀,일반직,공업·보건 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,직업건강증진팀,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,산업보건보상정책관,직업건강증진팀,일반직,행정·공업·보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,안전보건감독기획과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,안전보건감독기획과,일반직,서기관·과학기술서기관· 행정·공업·보건 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,안전보건감독기획과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,안전보건감독기획과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,안전보건감독기획과,일반직,행정·공업·보건·시설 또는 전산주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,안전보건감독기획과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,안전보건감독기획과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,안전보건감독기획과,일반직,행정·공업·보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,안전보건감독기획과,일반직,전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,중대산업재해수사과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,중대산업재해수사과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,중대산업재해수사과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,중대산업재해수사과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,중대산업재해수사과,일반직,행정·공업·보건·시설 또는 전산주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,중대산업재해수사과,일반직,행정·공업·보건·시설 또는 전산주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,중대산업재해수사과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,중대산업재해수사과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,중대산업재해수사과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,건설산재예방감독과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,건설산재예방감독과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,건설산재예방감독과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,건설산재예방감독과,일반직,행정·공업·보건·시설 또는 전산주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,건설산재예방감독과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,건설산재예방감독과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,건설산재예방감독과,일반직,시설연구관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,화학사고예방조사과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,화학사고예방조사과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,화학사고예방조사과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,화학사고예방조사과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,화학사고예방조사과,일반직,방재안전 또는 시설사무관,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,화학사고예방조사과,일반직,공업·보건 또는 시설주사,1
,고용노동부,본부,산업안전보건본부,산업안전보건정책실,안전보건감독국,화학사고예방조사과,일반직,행정·공업·보건·시설 또는 전산주사보,1
